name,wgt_avg,overall_score,style_score,abv,est_cal,beer_desc,ibu,mean
DC Brau Alpha Domina Mellis,3.64,95,78,8.5%,255,"
        MALTS: 2-row, C-60

ADJUNCTS: 60 lbs of Local Wildflower Honey from Burnside Farms

HOPS: Hop Union Experimental Variety, Mosaic, Simcoe, Cascade

ABV: 8.5%

BACK STORY:

Here at DC Brau we love our hoppy beers. This is our latest attempt in seeing how many hops we can fit into a DIPA and I think we’ve hit a new mark. This beer clocks in around 100 IBU, similar to OTWOA but uses 4 different varieties instead of 1. Alpha-Domina-Mellis was also brewed with 30 lbs of Wildflower honey from Burnside Farms in Haymarket, VA that was added at the end of the 90 min boil and then 30 lbs added directly into the fermenter on the second day of primary fermentation.

TASTING NOTES:

Alpha-Domina-Mellis leads in with a peach-like color and a distinctive tropical / pineapple like nose with a hint of breadiness. Mouthfeel is light and crisp with a huge, lingering bitterness provided by the huge dose of experimental hops that were added early in the boil. What the drinker is left with is a bitterness that won’t quit followed by a heavy tropical, fruity, ""juicy fruit"" bubblegum like aroma with a lingering aroma reminiscent of star fruit and stone fruit.
      ",DNE,3.76/5.0
Bluejacket Lost Weekend,3.65,95,95,6%,180,"
        A GOLDEN-HUED IPA EXCLUSIVELY & AGGRESSIVELY HOPPED & DRY-HOPPED WITH PACIFIC NORTHWEST-GROWN CITRA HOPS; BRIGHT & CRISP ON THE PALATE WITH A BOLDHOP BITE IN THE FINISH; THE NOSE OFFERS A FRUIT-FORWARD ARRAY OF TANGERINE, CITRUS, PEACH & LYCHEE FRUIT AS WELL AS UNDERLYING NOTES OF GRASS & EARTH
      ",60,DNE
Atlas Brew Works NSFW,3.65,95,90,9.2%,276,DNE,DNE,3.77/5.0
3 Stars Starsky and Dutch,3.65,95,49,8.3%,249,"
        Double the chocolate in this tasty frothy sweet stout.
      ",DNE,3.89/5.0
Bluejacket / Intangible Ales Travlr’s 12k,3.61,94,66,6%,180,"
        Gene Turns 10k aged 5 months in Larkin Cabernet Franc barrels (Napa Valley, California); elegant accents of wild blackberries, blooming violets, plum fruit & peppery spice mingle with the base brew’s citrus & funk; crafted in collaboration with our friends Terry Hawbaker & Kristen Mullen (Intangible Ales), as well as with our good buddy Gene himself.
      ",29,3.67/5.0
Bluejacket Further,3.6,,,4%,120,"
        A delicately tart German-inspired gose with papaya fruit. Brewed with
55% wheat (37% malted & 18% unmalted), lightly hopped with Jarrylo,
seasoned with coriander, spiked with sea salt, soured for 3 days with our house strain of lactobacillus & finished with 150 pounds of papaya.
      ",7,3.88/5.0
Bluejacket P.X. Sherry Barrel-Aged High Society 2016,3.62,,,13.5%,405,"
        Our new high society barleywine aged for 4 months in freshly emptied oak p.x. sherry butts. Massively rich and chewy on the palate, with toast, toffee and caramel notes layered a top flavors of cocoa, spices, vanilla, and coffee. 
      ",DNE,3.91/5.0
Right Proper Kodachrome Dream(ing),3.62,94,68,4.5%,135,"
        Brewed in collaboration with DC’s own Mad Fermentationist Michael Tonsmeire. Our radler inspired ale is open fermented with lactobacillus and brettanomyces. Brewed with wheat and lots of fresh grapefruit, lemon and lime zests. Vividly dry-hopped with Galaxy and Citra hops.
      ",DNE,3.77/5.0
Bluejacket Mexican Radio (Whiskey Barrel Aged),3.61,94,46,9.5%,285,"
        Our mole-inspired sweet stout aged in oak whiskey barrels. Robust & rich on the palate, with intensified accents of creamy vanilla, caramel, toast and spice in the nose. Brewed with oats, lactose milk sugar, vanilla beans, cacao nibs, ancho chilies & cinnamon.
      ",27,3.78/5.0
Bluejacket Wary Fiend,3.61,94,66,5.7%,171,"
        Tart, dry & subtly nuanced, with notes of cracked pepper, white grapefruit, lemon zest & earthy funk. Brewed w/ rye & wheat, hopped w/ Citra & Chinook, soured in our horizontal lacto tank & fermented with our house strain of Brettanomyces Bruxellensis
      ",DNE,3.73/5.0
DC Brau For Others,3.53,94,55,8.2%,246,"
        DC Brau Brewing Company is happy to announce the release of ""For Others,"" a limited-release Double IPA brewed to celebrate the nuptials of two of its own: DC Brau webmaster and packaging designer Rob Shortley and his long-time partner in crime, Celia Wells.

""For Others"" was brewed according to one of Shortley’s homebrew recipes that DC Brau head brewer and president Jeff Hancock reworked for a commercial batch size. ""We wanted to do something special for Rob,"" said DC Brau CEO Brandon Skall. ""He’s been helping out the brewery for a really long time. He’s a part of the Brau family. That said, we definitely made him work for it."" On the day of brewing, Shortley showed up bright and early and started hauling sacks of grain. Afterward, Skall had him clean out the 1,200 pounds of spent grain that went into the brew.

The name “For Others” is a nod to Shortley’s alma mater, Gonzaga College High School, the motto of which is ""Men for Others.” The private academy has been a Washington, DC fixture since 1821.

Though the beer was brewed specifically for the Shortley wedding, DC Brau will be also be distributing “For Others” city-wide, as well as to Virginia, starting October 14th. ""I think we put a new spin on an old adage,"" said Skall. ""Something old, something new, something borrowed, and something brewed.""

""For Others"" is an intense, all-Citra hopped, double IPA - weighing in at around 8.2% ABV. Available from the brewery in growlers-only or on-draft from bars and restaurants.
      ",DNE,4.01/5.0
Big Timber Porter,3.56,92,93,6.5%,195,"
        Our porter has a rich coffee smell and first taste, followed by hints of chocolate and tobacco. Mildly sweet.
      ",30,3.63/5.0
Bridge Brew Works Moxxee Coffee Stout,3.54,91,91,5.3%,159,DNE,DNE,3.73/5.0
Bridge Brew Works Peregrine Porter,3.51,89,67,7.2%,216,DNE,DNE,DNE
Morgantown Coal City Stout,3.5,88,96,5.6%,168,"
        An American Stout stout that opens with a walllop of roasted grains to unveil slight bittersweet chocolate and espresso undertones, a big bold brown head tops this midnight black brew, which features a medium full body, equivalent hop support, and bold grainy goodness throughout.
      ",36,DNE
Chestnut Brew Works Halleck Pale Ale,3.5,88,91,6%,180,"
        This was the first beer brewed at Chestnut Brew Works’ Halleck Road location.  This beer boasts a delectably hoppy flavor with a slight malt nutiness, and only a pleasant bitterness to help balance the taste.  No harsh bitterness typical of many hoppy beers. Malts: Marris Otter, American 2-row, Crystal 40L.  Hops: Simcoe, Centennial, Columbus, Chinook. Yeast: American Ale.


      ",DNE,3.67/5.0
Bridge Brew Works Hellbender IPA,3.42,83,46,8.5%,255,DNE,DNE,3.56/5.0
Greenbrier Valley Devil Anse IPA,3.42,81,62,6.9%,207,"
        Devil Anse Hatfield led his family in the notorious and bloody feud with the McCoys during the late 1800s along the Kentucky-West Virginia border. Nicknamed Devil Anse, it was said that he was so strong and fierce he could take on the devil himself. No feuding is necessary when you enjoy the balanced bitterness of hops and tropical fruit characteristics in this satisfying IPA.

      ",65,3.49/5.0
Greenbrier Valley Mothman Black IPA,3.42,82,45,6.7%,201,"
        The Mothman Black IPA is a hop forward, medium bodied black ale.  The strong hop flavor is from the use of the choicest Pacific Northwest hops; lending to a balanced bitterness of citrus and hints of floral.  The German 2-row and English Crystal malts offer a touch of roasted toffee and chocolate.  At 6.7% abv and 71 IBU’s, this Black IPA promises to satisfy any hophead.
      ",71,DNE
Bridge Brew Works The Dun Glen Dubbel,3.41,81,89,6.75%,202,"
        This ale is amber-brown with a rich malty aroma and flavor.  The complex aromas including dark fruit are complimented by balanced hop bitterness. ABV: 6.5%-7%.
      ",DNE,3.47/5.0
Kenco Farms Blue Mead,3.37,78,73,11%,330,DNE,DNE,3.53/5.0
North End Dawks Classic Porter,3.28,75,56,5%,150,"
        Dark, rich and frothy, Dawk’s Classic Porter is by far our heartiest brew. Roasted chocolate and black patent malts create the ominous ebony color which dominates this beer.
      ",12,3.4/5.0
Morgantown First Shift Coffee Porter,3.33,74,56,5.6%,168,"
        Java junkies rejoice your beer is here! Our First Shift Coffee porter is a robust porter full of deep malty chocolateness , that features a huge coffee aroma and Flavor. Aged on dark French roast for five months, this brew is sure to put some pep in your step! 
      ",30,3.48/5.0
Healthberry Farm Honey River Tulip Poplar Mead,3.36,75,70,14%,420,"
        Mead is an ancient wine that predates written language.  From the mountains of West Virginia, our seasonal honey and spring water combine to produce this traditional sweet drink.  This mead is produced with dark, rich honey from Tulip Poplar blooms and aged two years before bottling.  Sweet dreams of honey filled streams!
      ",DNE,3.53/5.0
Bridge Brew Works Momma Rye IPA,3.33,71,85,DNE,DNE,"
        This is a commemorative beer brewed for Nathan’s mother whose maiden name is Rye. Angie Rye passed away on May 10, 2010 from ovarian cancer. Mom was an amazing lady who was a literature teacher, poet and artist; she ’lived life out loud.’ Proceeds from Momma Rye IPA will help fight and bring awareness to ovarian cancer. Thank you for your support and together we can hope for a cure. 
      ",DNE,3.4/5.0
Greenbrier Valley Wild Trail Pale Ale,3.28,64,57,5.7%,171,"
        The Wild Trail Pale Ale is a medium bodied golden-amber ale. Featuring the choicest hops from the Pacific Northwest; lending to a robust mango, tangerine, and piney flavor. As well as dry hopped to add a slight floral and hoppy note. The robust hops are balanced by a blend of British floor malted barley and American 2-row. At a moderate 5.7% abv and 44 IBU’s, this is a flavorful, American Pale Ale. Enjoy at home or after an adventure on one of West Virginia’s wild trails.
      ",44,3.33/5.0
Morgantown Zack Morgan’s IPA,3.26,61,40,7%,210,"
        A beautiful rich golden brew ripe with citrus aroma from Cascade, Centennial, and Columbus  hops. The nice, initial hop bite fades to reveal the perfect subtleties of a well rounded India Pale Ale. 
      ",71,DNE
Big Timber IPA,3.21,52,33,6.5%,195,DNE,74,3.25/5.0
Bridge Brew Works Trubell,3.16,59,36,11.09%,333,"
        This unfiltered blonde Belgian style ale has a medium body with fruity aromas and residual malt sweetness. The Belgian strain of yeast provides a satisfying complexity to both the aroma and the flavor. Hop flavor and aroma are very low.
      ",DNE,3.23/5.0
Greenbrier Valley Wild & Wonderful Series #2: Hefeweizen,3.24,,,5.76%,173,"
        The Wild & Wonderful bottle series allows us to tap into our creative, innovative, and passionate sides of brewing, to form a contrasting bold Wild flavor & exciting Wonderful flavor of quality handcrafted beer.",DNE,3.37/5.0
Morgantown Anderson’s Kettle Bottom Brown Ale,3.2,57,64,4.7%,141,"
        A medium bodied, moderately hopped American Brown Ale featuring a chestnut hue, and light beige colored head. Notes of chocolate and toasted nuttiness throughout, finishing slightly dry.
      ",29,3.24/5.0
Bridge Brew Works India Pale Ale,3.21,57,34,7.4%,222,"
        - A deep amber colored ale with a noticeable hop aroma.  All of the flavors and aromas of a highly hopped beer are balanced with a combination of several quality barley malts to prove a surprisingly drinkable 7.47% ABV beer.  At BBW we believe that an IPA should have a good malt character to sing along with the abundance of bittering and flavor hops used.  This beer is unfiltered and unpasteurized and is partially bottle conditioned therefore it may have a small amount of yeast sediment on the bottom of the bottle.  We suggest letting this beer warm up slightly from refrigeration temperature then pour into 2 clean clear pint glasses roughing the beer up a bit (pour aggressively) at the end of each pour to bring up a nice thick head.  You may reserve any sediment and dispose or drink it - please don’t be afraid of sediment!  It is the result of living yeast and is yummy.   We hope you enjoy this beer as much as we do and share it responsibly with friends.   
      ",DNE,3.27/5.0
Mountain Dragon Tulip Poplar Honey Mead,3.23,,,9.69%,291,"
        Tulip poplar honey is dark and sweet with a reddish tinge. The mead finishes with a beautiful color and character, showcasing this classic West Virginia honey.
      ",DNE,3.36/5.0
Lost River Black Ale,3.21,52,18,6.25%,188,DNE,DNE,3.31/5.0
Bridge Brew Works Black Diamond Lager,3.13,52,66,5%,150,"
        This dark German lager has a rich deep burnt red color accompanied by raisin, caramel, and roasted malt flavors ending in a balanced semi-dry finish with Noble hops.
      ",DNE,3.33/5.0
Bridge Brew Works The Blunt,3.19,50,87,DNE,DNE,"
        English Ale aged on Spanish Cedar
      ",DNE,3.26/5.0
Central Waters Ardea Insignis Imperial Stout,4.15,100,99,12%,360,"
        The rarest heron in the world. Also the name of the rarest barrel aged beer we have ever made and bottled. An imperial stout aged for over 3 years in 25 year old bourbon barrels. We have never done it before, and may never again.
      ",DNE,4.56/5.0
